,ASHR,BTC-USD,CL=F,ETH-USD,GC=F,SI=F,VEA,VWO,^FTSE,^GSPC,^KS11,^N225,^NDX,^TWII
2024-01-02,0.0,0.0,0.06386764094475919,0.0,0.0,0.09459715034415,0.0,0.0,0.0,0.0,0.14904925919029693,0.0,0.0,0.19248594952079381
2024-02-01,0.06745706661021342,0.0,0.058349864763655904,0.0,0.0,0.046112184781530015,0.0,0.0,0.0,0.08828020234494573,0.10741243322228733,0.06591283245246349,0.09239615508835042,0.09687008207074312
2024-03-01,0.08763407954240027,0.029674888466086687,0.02912578058557892,0.03131901448325619,0.0,0.021935838984122664,0.0,0.0,0.0,0.04491766355604086,0.1167288494196493,0.12303444053603085,0.0470647388975305,0.1610761252158196
2024-04-01,0.1016553361197246,0.030914126350025002,0.015018874963110086,0.01619395369551433,0.0,0.011644249631338503,0.0,0.0,0.0,0.022470706409346338,0.1414605807557197,0.1261875814523733,0.11473908677667784,0.08301785372728038
2024-05-01,0.05294778496405695,0.013481902503164443,0.007527775566363278,0.006969384035362146,0.0,0.039480557152182016,0.08335565403538207,0.0,0.0,0.10428569104958353,0.11279721793406547,0.06138805576428578,0.11618756830042576,0.04276431948561324
2024-06-03,0.13037372762172023,0.007329303128050341,0.04475946970883914,0.02398304889301337,0.0671247203978342,0.06440569504404002,0.042611863758334576,0.09977258476591407,0.0,0.05338194982277787,0.053956573556093214,0.030047786707237213,0.060315220221302264,0.021683574468804184
2024-07-01,0.1317200750320865,0.0,0.023563153991009767,0.010696058740989048,0.033434210772275715,0.030893670964524448,0.020830444400728655,0.050570345537977734,0.0,0.09946090020403159,0.028460672293299953,0.015360662176923848,0.08879237216664176,0.06371578634056771
2024-08-01,0.06691694482318691,0.0,0.05638953098061637,0.005124149614690668,0.017432670465713052,0.015209567660318214,0.010732934272298251,0.025600225339727077,0.0,0.05031078499788838,0.08374013515874298,0.007589565206042155,0.11641694682550166,0.030716411613907358
2024-09-03,0.033020571286582014,0.0,0.070402295622463,0.0,0.07284342400815227,0.007630043643337027,0.0055498814671674605,0.09537127101158525,0.0,0.0258575011915767,0.10073726828743615,0.0,0.05913847927385989,0.015482218642418269
2024-10-01,0.019825373390559356,0.030802772114098157,0.09342790546700802,0.0,0.03801595487552048,0.0,0.07965736995998446,0.131711031471603,0.0,0.013024043253478945,0.11064554661399637,0.0,0.029922473687900467,0.0076288359800244995
2024-11-01,0.023459894490889577,0.017142007895215753,0.07435772333405576,0.0,0.019821290548381335,0.016907334385862935,0.13168709954975474,0.11099927951095381,0.1152205357555763,0.11049740157221563,0.054741841836304934,0.0,0.09770297586722783,0.0
2024-12-02,0.01150613112122725,0.05817403864375688,0.09236781810794482,0.03385158160297114,0.009488234618393073,0.06499443874023472,0.18393010306543822,0.053584096747605836,0.058084424852910835,0.057635995253024014,0.025947079695487724,0.0,0.05072051971203384,0.0
2025-01-02,0.020877155849533875,0.02826404315393056,0.0690855868305464,0.015910796148010335,0.0,0.08070165024303531,0.21180491157666242,0.026879448011994638,0.1359870822620467,0.1142377424488494,0.012848446478334108,0.03043570421389742,0.09630641359185951,0.0
2025-02-03,0.05288437842522244,0.014960051438820387,0.06990689504437465,0.007604372177300838,0.0,0.04326410583306901,0.20626247550295382,0.06924754077550473,0.06969405876800193,0.1343979416330679,0.006509369615921335,0.014578855955858666,0.04753783003545821,0.0
